,symbol,currency,cik,exchange,exchange_short_name,industry,country,ipo_date,is_fund
12261,SRL.AX,AUD,,Australian Securities Exchange,ASX,Industrial - Pollution & Treatment Controls,AU,2007-11-08,False
12262,SAGA,USD,0001855351,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-02-10,False
12263,FASGX,USD,0000354046,NASDAQ,NASDAQ,Asset Management,US,1991-12-30,True
12264,ERDCF,USD,0001398972,Other OTC,OTC,Industrial Materials,CA,2010-04-26,False
12265,DYNPRO.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2017-07-19,False
12266,JVTCX,USD,0000277751,NASDAQ,NASDAQ,Asset Management,US,2011-05-06,True
12267,BEWFF,USD,,Other OTC,OTC,Communication Equipment,CA,2021-01-08,False
12268,PPLFF,USD,,Other OTC,OTC,Agricultural Farm Products,ID,2013-02-19,False
12269,IIP-UN.TO,CAD,,Toronto Stock Exchange,TSX,REIT - Residential,CA,2001-10-05,False
12270,BYLOF,USD,,Other OTC,OTC,REIT - Industrial,GB,2013-03-01,False
12271,BGRENERGY.BO,INR,,Bombay Stock Exchange,BSE,Engineering & Construction,IN,2008-01-03,False
12272,PSAC,USD,0001805521,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2020-08-28,False
12273,BLVN.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,GB,2004-12-07,False
12274,NIROF,USD,,Other OTC,OTC,Internet Content & Information,AU,2013-09-05,False
12275,UBL.BO,INR,,Bombay Stock Exchange,BSE,Beverages - Alcoholic,IN,2002-10-25,False
12276,NWLXF,USD,,Other OTC,OTC,Waste Management,CA,2021-05-19,False
12277,7942.T,JPY,,Tokyo Stock Exchange,JPX,Packaging & Containers,JP,2001-01-09,False
12278,RWODU,USD,0001907223,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-03-31,False
12279,0RF7.L,SEK,,London Stock Exchange,LSE,Medical - Care Facilities,SE,2016-04-28,False
12280,ELPE.AT,EUR,,Athens Stock Exchange,ATH,Oil & Gas Integrated,GR,1998-06-30,False
12281,GWW,USD,0000277135,New York Stock Exchange,NYSE,Industrial - Distribution,US,1973-02-21,False
12282,VIRA,USD,0001130781,Other OTC,OTC,Leisure,US,2006-10-10,False
12283,4183.T,JPY,,Tokyo Stock Exchange,JPX,Chemicals - Specialty,JP,2000-01-04,False
12284,BANARBEADS.NS,INR,,National Stock Exchange of India,NSE,Apparel - Footwear & Accessories,IN,2011-12-29,False
12285,VGIVX,USD,0001004655,NASDAQ,NASDAQ,Asset Management - Bonds,US,2013-05-14,True
12286,3763.T,JPY,,Tokyo Stock Exchange,JPX,Software - Application,JP,2005-03-01,False
12287,BCSAU,USD,0001873441,NASDAQ Global Market,NASDAQ,Shell Companies,KY,2021-11-10,False
12288,PRM.BK,THB,,Stock Exchange of Thailand,SET,Oil & Gas Midstream,TH,2017-09-14,False
12289,NUVAMA.NS,INR,,National Stock Exchange of India,NSE,Asset Management,IN,2023-09-26,False
12290,6808.HK,HKD,,Hong Kong Stock Exchange,HKSE,Department Stores,CN,2011-07-27,False
12291,531216.BO,INR,,Bombay Stock Exchange,BSE,Specialty Business Services,IN,1995-11-13,False
12292,FTLB,USD,0001552740,NASDAQ Global Market,NASDAQ,Asset Management,US,2014-01-06,False
12293,JETAIRWAYS.BO,INR,,Bombay Stock Exchange,BSE,"Airlines, Airports & Air Services",IN,2005-03-14,False
12294,AUS.DE,EUR,,Deutsche Börse,XETRA,"Hardware, Equipment & Parts",AT,1999-07-19,False
12295,MNSAF,USD,,Other OTC,OTC,Gold,CO,2022-01-18,False
12296,PM.SW,CHF,,Swiss Exchange,SIX,Industrial - Machinery,CH,1996-08-02,False
12297,CODI-PB,USD,0001345126,New York Stock Exchange,NYSE,Conglomerates,US,2018-03-06,False
12298,GNHAY,USD,,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,CH,2021-01-08,False
12299,MRSA5B.SA,BRL,,B3 S.A.,SAO,Railroads,BR,2016-08-17,False
12300,HBR.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,GB,2021-04-01,False
12301,200028.SZ,HKD,,Shenzhen Stock Exchange,SHZ,Medical - Distribution,CN,1993-08-10,False
12302,HSCS,USD,0001468492,NASDAQ Capital Market,NASDAQ,Medical - Devices,US,2022-06-16,False
12303,DEF,USD,0001657201,New York Stock Exchange Arca,AMEX,Asset Management,US,2009-01-02,False
12304,0250.HK,HKD,,Hong Kong Stock Exchange,HKSE,Information Technology Services,HK,2005-07-27,False
12305,ASCBW,USD,0001876716,NASDAQ Global Market,NASDAQ,Shell Companies,SG,2022-05-31,False
12306,SQNNY,USD,,Other OTC,OTC,Electronic Gaming & Multimedia,JP,2018-02-07,False
12307,PTNR,USD,0001096691,NASDAQ Global Select,NASDAQ,Telecommunications Services,IL,2013-02-11,False
12308,ORP.PA,EUR,,Euronext Paris,PAR,Medical - Care Facilities,FR,2002-04-17,False
12309,AL2SI.PA,EUR,,Euronext Paris,PAR,Computer Hardware,FR,2018-06-22,False
12310,TITUF,USD,,Other OTC,OTC,Industrial Materials,CA,2006-04-26,False
12311,JKJ,USD,0001100663,New York Stock Exchange Arca,AMEX,Asset Management,,2009-01-02,False
12312,BLYAX,USD,0000809593,NASDAQ,NASDAQ,Asset Management,US,2016-02-09,True
12313,HTPAF,USD,,Other OTC,OTC,Shell Companies,US,,False
12314,RAIN,USD,0002028293,NASDAQ Global Select,NASDAQ,Renewable Utilities,US,2025-01-02,False
12315,SJIJ,USD,0000091928,New York Stock Exchange,NYSE,,US,2019-09-18,False
12316,BLKLF,USD,,Other OTC,OTC,Software - Application,CA,2016-01-20,False
12317,TFC-PI,USD,0000092230,New York Stock Exchange,NYSE,Banks - Regional,US,2019-12-10,False
12318,WTE.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,JE,1995-10-02,False
12319,EJPRY,USD,0001093028,Other OTC,OTC,Railroads,JP,2008-05-29,False
12320,8659.HK,HKD,,Hong Kong Stock Exchange,HKSE,Packaging & Containers,HK,2020-07-13,False
12321,CMLF,USD,0001818331,NASDAQ Global Select,NASDAQ,Shell Companies,US,2020-10-26,False
12322,GEDIX,USD,0000772129,NASDAQ Capital Market,NASDAQ,Asset Management,JP,2012-05-02,True
12323,BNNR,USD,0001852332,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-10-29,False
12324,GRODF,USD,,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,CA,,False
12325,VIBEF,USD,,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,US,2021-01-08,False
12326,NWSZF,USD,,Other OTC,OTC,Engineering & Construction,HK,2013-02-19,False
12327,TOKUY,USD,,Other OTC,OTC,Department Stores,JP,2011-09-19,False
12328,AEND.DE,EUR,,Deutsche Börse,XETRA,Insurance - Diversified,NL,2007-12-28,False
12329,AUKNY,USD,,Other OTC,OTC,"Airlines, Airports & Air Services",NZ,2011-02-14,False
12330,SHMDF,USD,,Other OTC,OTC,Leisure,JP,2011-04-21,False
12331,ROCRU,USD,0001839412,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-02-19,False
12332,600751.SS,CNY,,Shanghai Stock Exchange,SHH,Information Technology Services,CN,1996-09-09,False
12333,BARC.SW,GBP,,Swiss Exchange,SIX,Investment - Banking & Investment Services,GB,2014-11-03,False
12334,AR.TO,CAD,,Toronto Stock Exchange,TSX,Gold,US,2010-01-06,False
12335,FUM.L,GBp,,London Stock Exchange,LSE,Biotechnology,GB,2003-07-22,False
12336,LASA.NS,INR,,National Stock Exchange of India,NSE,Drug Manufacturers - Specialty & Generic,IN,2017-09-21,False
12337,VTMLF,USD,,Other OTC,OTC,Industrial Materials,AU,2014-04-17,False
12338,INDIGOPNTS.BO,INR,,Bombay Stock Exchange,BSE,Chemicals - Specialty,IN,2021-02-02,False
12339,2050.HK,HKD,,Hong Kong Stock Exchange,HKSE,Industrial - Machinery,CN,2015-12-08,True
12340,BAJAJFINSV.NS,INR,,National Stock Exchange of India,NSE,Financial - Conglomerates,IN,2002-08-12,False
12341,ARBG,USD,0001823826,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-01-11,False
12342,BIP-UN.TO,CAD,,Toronto Stock Exchange,TSX,Diversified Utilities,BM,2009-10-29,False
12343,PBB.DE,EUR,,Deutsche Börse,XETRA,Financial - Mortgages,DE,2015-07-16,False
12344,KCGI,USD,0001865407,New York Stock Exchange,NYSE,Shell Companies,US,2021-10-04,False
12345,FOO.F,EUR,,Frankfurt Stock Exchange,XETRA,Software - Application,US,2004-07-01,False
12346,INTLCONV.NS,INR,,National Stock Exchange of India,NSE,Industrial - Machinery,US,2021-09-16,False
12347,0QKR.L,CHF,,London Stock Exchange,LSE,Industrial - Machinery,CH,2014-12-22,False
12348,BM8.DE,EUR,,Deutsche Börse,XETRA,Biotechnology,US,2022-11-10,False
12349,VOX,USD,0000052848,New York Stock Exchange Arca,AMEX,Asset Management,US,2004-09-29,False
12350,VACNY,USD,,Other OTC,OTC,Industrial - Machinery,CH,2021-01-08,False
12351,HXXPY,USD,,Other OTC,OTC,Chemicals - Specialty,SE,,False
12352,GRID.TO,CAD,,Toronto Stock Exchange,TSX,Electrical Equipment & Parts,CA,2021-02-09,False
12353,HWKZ-UN,USD,0001841144,New York Stock Exchange,NYSE,Shell Companies,US,2021-10-08,False
12354,2142.HK,HKD,,Hong Kong Stock Exchange,HKSE,Biotechnology,CN,2020-12-10,False
12355,FCIT.L,GBp,,London Stock Exchange,LSE,Asset Management,GB,2004-03-22,True
12356,EMMN.SW,CHF,,Swiss Exchange,SIX,Packaged Foods,CH,2004-12-06,False
12357,1065.HK,HKD,,Hong Kong Stock Exchange,HKSE,Waste Management,CN,1994-05-17,False
12358,0QKL.L,CHF,,London Stock Exchange,LSE,Industrial - Capital Goods,CH,2014-10-08,False
12359,XFLT-PA,USD,0001703079,New York Stock Exchange,NYSE,Asset Management - Income,US,2021-06-09,True
12360,SRZ.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2005-04-28,False
12361,RBMTF,USD,,Other OTC,OTC,Industrial Materials,GB,2018-08-24,False
12362,HYFXY,USD,,Other OTC,OTC,Regulated Water,SG,2010-10-07,False
12363,SBNC,USD,0000703904,Other OTC,OTC,Banks - Regional,US,2016-06-30,False
12364,MBEL.BO,INR,,Bombay Stock Exchange,BSE,Construction Materials,IN,2025-08-06,False
12365,FIVE.L,USD,,London Stock Exchange,LSE,Grocery Stores,NL,2006-05-19,False
12366,PRBM-WT,USD,0001848165,New York Stock Exchange,NYSE,,,,False
12367,AATGF,USD,,Other OTC,OTC,Industrial - Machinery,CA,2009-09-08,False
12368,CAP.PA,EUR,,Euronext Paris,PAR,Information Technology Services,FR,2000-01-03,False
12369,INDTERRAIN.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2011-03-11,False
12370,SOAC-UN,USD,0001798562,New York Stock Exchange,NYSE,Shell Companies,US,2021-01-27,False
12371,HFDTX,USD,0000049905,NASDAQ,NASDAQ,Asset Management,US,2016-10-24,True
12372,SEPC.BO,INR,,Bombay Stock Exchange,BSE,Engineering & Construction,IN,2008-02-20,False
12373,AAQCW,USD,0001838883,Other OTC,OTC,Shell Companies,US,2022-08-02,False
12374,RILYL,USD,0001464790,NASDAQ Global Market,NASDAQ,Financial - Conglomerates,US,2020-09-08,False
12375,RI.PA,EUR,,Euronext Paris,PAR,Beverages - Wineries & Distilleries,FR,2000-01-03,False
12376,CK-R.BK,THB,,Stock Exchange of Thailand,SET,Engineering & Construction,TH,2007-12-28,False
12377,FDLPF,USD,,Other OTC,OTC,Asset Management,RO,2020-10-12,False
12378,TBIIF,USD,,Other OTC,OTC,Computer Hardware,SE,2015-11-16,False
12379,CYFWY,USD,,Other OTC,OTC,Entertainment,PL,2018-06-29,False
12380,HDFCBANK.NS,INR,,National Stock Exchange of India,NSE,Banks - Regional,IN,1996-01-01,False
12381,HMLP-PA,USD,0001603016,New York Stock Exchange,NYSE,Oil & Gas Midstream,,2017-10-04,False
12382,COLFF,USD,,Other OTC,OTC,Food Distribution,CA,2009-05-26,False
12383,AAZ.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Uranium,CA,2012-08-13,False
12384,0083.HK,HKD,,Hong Kong Stock Exchange,HKSE,Real Estate - Development,HK,1981-04-08,False
12385,FSL.BO,INR,,Bombay Stock Exchange,BSE,Information Technology Services,IN,2007-02-22,False
12386,EON.BR,EUR,,Euronext Brussels,BRU,Diversified Utilities,DE,2017-12-21,False
12387,ERGO.L,GBp,,London Stock Exchange,LSE,Biotechnology,GB,2014-07-15,False
12388,CRM.BA,ARS,,Buenos Aires Stock Exchange,BUE,Software - Application,AR,2020-03-13,False
12389,KMRCF,USD,,Other OTC,OTC,Industrial - Machinery,JP,2016-01-05,False
12390,0256.HK,HKD,,Hong Kong Stock Exchange,HKSE,Luxury Goods,HK,1991-12-10,False
12391,EXIDEIND.NS,INR,,National Stock Exchange of India,NSE,Auto - Parts,IN,2002-07-01,False
12392,MSPL.BO,INR,,Bombay Stock Exchange,BSE,Steel,IN,2005-07-18,False
12393,AVONMORE.BO,INR,,Bombay Stock Exchange,BSE,Financial - Capital Markets,IN,2007-02-22,False
12394,CAHPF,USD,,Other OTC,OTC,Gold,AU,2010-04-26,False
12395,4716.T,JPY,,Tokyo Stock Exchange,JPX,Software - Application,JP,2001-01-04,False
12396,GREENPLY.BO,INR,,Bombay Stock Exchange,BSE,"Paper, Lumber & Forest Products",IN,2005-02-16,False
12397,CHR.CO,DKK,,NASDAQ Copenhagen,CPH,Chemicals - Specialty,DK,2010-06-03,False
12398,CHEB,USD,0002016420,New York Stock Exchange Arca,AMEX,Shell Companies,KY,,False
12399,VGISX,USD,0001005020,NASDAQ,NASDAQ,Real Estate - General,US,2009-03-03,True
12400,RYVLX,USD,0001092720,NASDAQ,NASDAQ,Asset Management - Leveraged,US,2004-08-31,True
12401,SKMEGGPROD.BO,INR,,Bombay Stock Exchange,BSE,Packaged Foods,IN,2008-07-24,False
12402,RPGEX,USD,0000313212,NASDAQ,NASDAQ,Asset Management - Global,US,2008-10-28,True
12403,ADXN.SW,CHF,,Swiss Exchange,SIX,Biotechnology,CH,2007-05-22,False
12404,STAOF,USD,,Other OTC,OTC,Publishing,HK,2020-12-10,False
12405,OSSFF,USD,,Other OTC,OTC,Medical - Devices,IS,2019-05-23,False
12406,HKGEF,USD,,Other OTC,OTC,Publishing,HK,2007-10-01,False
12407,001872.SZ,CNY,,Shenzhen Stock Exchange,SHZ,Marine Shipping,CN,1992-05-05,False
12408,0506.HK,HKD,,Hong Kong Stock Exchange,HKSE,Beverages - Non-Alcoholic,HK,1988-10-07,False
12409,ODE.AX,AUD,,Australian Securities Exchange,ASX,Other Precious Metals,AU,1988-01-31,False
12410,GNCL.TA,ILA,,Tel Aviv Stock Exchange,TLV,Electrical Equipment & Parts,IL,2020-11-24,False
12411,AMKBY,USD,,Other OTC,OTC,Marine Shipping,DK,2012-03-14,False
12412,IQ,USD,0001722608,NASDAQ Global Select,NASDAQ,Entertainment,CN,2018-03-29,False
12413,BETCO.ST,SEK,,Stockholm Stock Exchange,STO,Software - Application,DK,2018-06-08,False
12414,3988.HK,HKD,,Hong Kong Stock Exchange,HKSE,Banks - Diversified,CN,2006-06-01,False
12415,IEAWW,USD,0001652362,NASDAQ Capital Market,NASDAQ,,US,2016-08-30,False
12416,TANNL,USD,0001378453,NASDAQ Global Select,NASDAQ,Banks - Diversified,US,2014-12-19,False
12417,HFD.L,GBp,,London Stock Exchange,LSE,Specialty Retail,GB,2004-06-03,False
12418,JKPAPER.NS,INR,,National Stock Exchange of India,NSE,"Paper, Lumber & Forest Products",IN,2005-06-16,False
12419,CLGCF,USD,,Other OTC,OTC,Gold,CA,2021-01-08,False
12420,HKCVF,USD,,Other OTC,OTC,Regulated Electric,HK,2016-04-26,False
12421,IDDTF,USD,,Other OTC,OTC,Asset Management,SE,2000-01-03,False
12422,BPOST.BR,EUR,,Euronext Brussels,BRU,Integrated Freight & Logistics,BE,2013-06-21,False
12423,SSECF,USD,,Other OTC,OTC,Security & Protection Services,AU,2022-10-04,False
12424,9101.T,JPY,,Tokyo Stock Exchange,JPX,Marine Shipping,JP,2004-11-05,False
12425,SJRWF,USD,0000932872,Other OTC,OTC,Telecommunications Services,CA,,False
12426,BDRBF,USD,,Other OTC,OTC,Aerospace & Defense,CA,2009-02-13,False
12427,FDCHF,USD,,Other OTC,OTC,Financial - Credit Services,GB,2018-11-29,False
12428,FWIFX,USD,0000744822,NASDAQ,NASDAQ,Asset Management,US,2009-02-19,True
12429,VBVBF,USD,,Other OTC,OTC,Chemicals - Specialty,DE,2019-12-16,False
12430,GELEF,USD,,Other OTC,OTC,Industrial Materials,CA,2021-11-19,False
12431,SMRSF,USD,,Other OTC,OTC,Industrial Materials,AU,2022-12-06,False
12432,ACII,USD,0001838614,New York Stock Exchange,NYSE,Shell Companies,US,2021-03-29,False
12433,BNCZF,USD,,Other OTC,OTC,Banks - Regional,IT,2023-09-08,False
12434,NCU.TO,CAD,,Toronto Stock Exchange,TSX,Copper,US,2007-08-17,False
12435,WHITF,USD,,Other OTC,OTC,Coal,AU,2010-10-08,False
12436,WELSPUNLIV.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,2000-01-03,False
12437,EQPA3.SA,BRL,,B3 S.A.,SAO,Regulated Electric,BR,2002-11-15,False
12438,IDEA.BO,INR,,Bombay Stock Exchange,BSE,Telecommunications Services,IN,,False
12439,BBOX,USD,0000849547,NASDAQ,NASDAQ,,,1992-12-16,False
12440,PEK.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2006-11-28,False
12441,SUAC-UN,USD,0001885461,New York Stock Exchange,NYSE,Shell Companies,US,2021-11-17,False
12442,JWWFX,USD,0000277751,NASDAQ,NASDAQ,Asset Management - Global,US,2005-11-30,True
12443,2020.OL,NOK,,Oslo Stock Exchange,OSL,Marine Shipping,BM,2019-07-12,False
12444,PNB.NS,INR,,National Stock Exchange of India,NSE,Banks - Regional,IN,2002-07-01,False
12445,RAAQU,USD,0002052161,NASDAQ Global Market,NASDAQ,Shell Companies,KY,2025-04-29,False
12446,1635.HK,HKD,,Hong Kong Stock Exchange,HKSE,Regulated Gas,CN,2016-12-05,False
12447,6368.T,JPY,,Tokyo Stock Exchange,JPX,Industrial - Pollution & Treatment Controls,JP,2001-01-01,False
12448,CSY7.F,EUR,,Frankfurt Stock Exchange,XETRA,Asset Management,IE,2021-11-29,False
12449,DDAIF,USD,0001067318,Other OTC,OTC,Auto - Manufacturers,DE,,False
12450,SHOPERSTOP.BO,INR,,Bombay Stock Exchange,BSE,Department Stores,IN,2005-05-23,False
12451,SEI,USD,0001697500,New York Stock Exchange,NYSE,Oil & Gas Equipment & Services,US,2017-05-12,False
12452,CTM.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,1988-01-28,False
12453,ONEX.TO,CAD,,Toronto Stock Exchange,TSX,Asset Management,CA,1995-01-12,False
12454,PNCINFRA.NS,INR,,National Stock Exchange of India,NSE,Engineering & Construction,IN,2015-05-26,False
12455,FRACF,USD,,Other OTC,OTC,Industrial Materials,FR,2009-11-11,False
12456,ET-PI,USD,0001276187,New York Stock Exchange,NYSE,Oil & Gas Midstream,US,2023-11-03,False
12457,RRL.AX,AUD,,Australian Securities Exchange,ASX,Gold,AU,1998-12-31,False
12458,AGBAR,USD,0001769624,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2019-07-15,False
12459,JATTX,USD,0000277751,NASDAQ,NASDAQ,Asset Management,US,2005-02-25,True
12460,IBER-UN,USD,0001835205,New York Stock Exchange,NYSE,Shell Companies,US,,False
12461,MDNA,USD,0001807983,NASDAQ Capital Market,NASDAQ,Biotechnology,CA,2017-11-13,False
12462,SUNCLAYLTD.NS,INR,,National Stock Exchange of India,NSE,Auto - Parts,IN,2002-08-12,False
12463,LBBBW,USD,0001867287,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-04-14,False
12464,MKTW,USD,0001805651,NASDAQ Global Market,NASDAQ,Software - Application,US,2020-09-14,False
12465,ODX.L,GBp,,London Stock Exchange,LSE,Medical - Instruments & Supplies,GB,2004-03-19,False
12466,DONEAR.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
12467,KSFTF,USD,,Other OTC,OTC,Electronic Gaming & Multimedia,HK,2009-12-04,False
12468,GFKSY,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,BM,2010-07-29,False
12469,NAHARSPING.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,2001-07-10,False
12470,OIBR-C,USD,0001160846,New York Stock Exchange,NYSE,Telecommunications Services,BR,2022-01-31,False
12471,QSEAU,USD,0002047455,NASDAQ Global Select,NASDAQ,Shell Companies,US,2025-03-19,False
12472,IZQVF,USD,,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,US,2014-12-26,False
12473,OXLCM,USD,0001495222,NASDAQ Global Select,NASDAQ,Asset Management,US,2017-06-08,False
12474,ALGEF,USD,,Other OTC,OTC,Industrial Materials,AU,2021-09-10,False
12475,1766.HK,HKD,,Hong Kong Stock Exchange,HKSE,Railroads,CN,2008-08-21,False
12476,SMG,USD,0000825542,New York Stock Exchange,NYSE,Agricultural Inputs,US,1992-01-31,False
12477,TRUL.CN,CAD,,Canadian Securities Exchange,CNQ,Drug Manufacturers - Specialty & Generic,US,2018-09-26,False
12478,FRNIX,USD,0000751199,NASDAQ,NASDAQ,Asset Management - Income,US,2007-08-31,True
12479,FEMFD,USD,,Other OTC,OTC,Industrial Materials,CA,1999-05-12,False
12480,FVL.TO,CAD,,Toronto Stock Exchange,TSX,Industrial Materials,CA,1998-05-19,False
12481,BKI.TO,CAD,,Toronto Stock Exchange,TSX,Industrial Materials,CA,2011-03-29,False
12482,SPE,USD,0000897802,New York Stock Exchange,NYSE,Asset Management,US,1993-05-28,True
12483,GRNBF,USD,,Other OTC,OTC,Financial - Capital Markets,CA,2014-01-15,False
12484,RDMMF,USD,,Other OTC,OTC,Industrial Materials,AU,2022-04-07,False
12485,DITTO.BK,THB,,Stock Exchange of Thailand,SET,Information Technology Services,TH,2021-05-06,False
12486,FRFGF,USD,0000915191,Other OTC,OTC,Insurance - Property & Casualty,CA,2010-08-13,False
12487,VLNSF,USD,,Other OTC,OTC,Industrial - Machinery,CA,2013-06-04,False
12488,RHIM.L,GBp,,London Stock Exchange,LSE,Manufacturing - Metal Fabrication,AT,2017-10-27,False
12489,CAE,USD,0001173382,New York Stock Exchange,NYSE,Aerospace & Defense,CA,2002-07-29,False
12490,SPOT,USD,0001639920,New York Stock Exchange,NYSE,Internet Content & Information,LU,2018-04-03,False
12491,GSS.L,GBp,,London Stock Exchange,LSE,Asset Management,GG,1990-12-21,True
12492,AERI.L,EUR,,London Stock Exchange,LSE,Asset Management - Income,DE,2019-06-05,False
12493,0RAR.L,EUR,,London Stock Exchange,LSE,Medical - Equipment & Services,DE,2015-09-10,False
12494,ALOKTEXT.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
12495,GVCIU,USD,0001858503,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-11-09,False
12496,DCHCF,USD,,Other OTC,OTC,Chemicals - Specialty,JP,2022-11-14,False
12497,601717.SS,CNY,,Shanghai Stock Exchange,SHH,Auto - Parts,CN,2010-08-03,False
12498,HAFNIO.OL,NOK,,Oslo Stock Exchange,OSL,Marine Shipping,SG,,False
12499,AIABF,USD,,Other OTC,OTC,"Airlines, Airports & Air Services",MY,2012-08-03,False
12500,HINOY,USD,,Other OTC,OTC,Auto - Manufacturers,JP,2010-04-26,False
12501,LENTY,USD,,Other OTC,OTC,Department Stores,RU,2020-03-16,False
12502,SCPX,USD,0001476963,Other OTC,OTC,Biotechnology,US,2013-07-24,False
12503,HINDOILEXP.BO,INR,,Bombay Stock Exchange,BSE,Oil & Gas Exploration & Production,IN,2000-01-03,False
12504,JCAAX,USD,0000277751,NASDAQ,NASDAQ,Asset Management - Global,US,2009-07-06,True
12505,ZUARIIND.NS,INR,,National Stock Exchange of India,NSE,Conglomerates,IN,2002-07-01,False
12506,SMGKF,USD,,Other OTC,OTC,Industrial - Machinery,GB,2010-06-09,False
12507,ARV.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2007-03-15,False
12508,VUI.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2012-10-02,False
12509,PTG-R.BK,THB,,Stock Exchange of Thailand,SET,Specialty Retail,TH,2017-04-03,False
12510,ASTRAMICRO.BO,INR,,Bombay Stock Exchange,BSE,Communication Equipment,IN,2003-04-09,False
12511,ACSYF,USD,,Other OTC,OTC,"Paper, Lumber & Forest Products",GB,2007-03-15,False
12512,ADYEY,USD,,Other OTC,OTC,Software - Infrastructure,NL,2019-10-03,False
12513,CNLHO,USD,0000023426,Other OTC,OTC,Regulated Electric,US,2009-09-21,False
12514,HRGLF,USD,,Other OTC,OTC,Asset Management,GB,2012-08-03,False
12515,TLKMF,USD,,Other OTC,OTC,Telecommunications Services,ID,2002-03-22,False
12516,THLEF,USD,,Other OTC,OTC,Aerospace & Defense,FR,2005-10-28,False
12517,PRECWIRE.BO,INR,,Bombay Stock Exchange,BSE,Electrical Equipment & Parts,IN,2001-09-11,False
12518,OPS.TO,CAD,,Toronto Stock Exchange,TSX,Medical - Instruments & Supplies,CA,2006-10-23,False
12519,APPH,USD,0001807707,NASDAQ Global Select,NASDAQ,Agricultural Farm Products,US,2021-02-03,False
12520,RMPL-P,USD,0001644771,New York Stock Exchange,NYSE,Asset Management,US,2017-10-19,False
12521,FATP,USD,0001865045,NASDAQ Global Market,NASDAQ,Shell Companies,SG,2021-12-03,False
12522,ACRDF,USD,0001762359,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,US,2020-09-28,False
12523,SMSPHARMA.BO,INR,,Bombay Stock Exchange,BSE,Drug Manufacturers - General,IN,,False
12524,JKPAPER.BO,INR,,Bombay Stock Exchange,BSE,"Paper, Lumber & Forest Products",IN,,False
12525,0AHJ.L,CAD,,London Stock Exchange,LSE,Industrial Materials,CA,2018-01-29,False
12526,NREF-PA,USD,0001786248,New York Stock Exchange,NYSE,REIT - Mortgage,US,2020-07-21,False
12527,TSYHY,USD,,Other OTC,OTC,Information Technology Services,CN,2013-01-07,False
12528,POROF,USD,,Other OTC,OTC,Industrial Materials,CA,2012-02-22,False
12529,JUMSF,USD,,Other OTC,OTC,Specialty Retail,GR,2013-03-12,False
12530,KOS.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,US,2017-08-21,False
12531,BCO.DE,EUR,,Deutsche Börse,XETRA,Aerospace & Defense,US,2007-12-28,False
12532,EMM.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2011-01-25,False
12533,HULCF,USD,,Other OTC,OTC,Real Estate - Services,JP,2016-11-14,False
12534,ELIN.BO,INR,,Bombay Stock Exchange,BSE,Electrical Equipment & Parts,IN,2022-12-30,False
12535,VICEROY.NS,INR,,National Stock Exchange of India,NSE,Travel Lodging,IN,2007-08-21,False
12536,ASML.WA,PLN,,Warsaw Stock Exchange,WSE,Semiconductors,NL,2023-10-05,False
12537,THANGAMAYL.NS,INR,,National Stock Exchange of India,NSE,Luxury Goods,IN,2010-02-19,False
12538,REVNF,USD,,Other OTC,OTC,Asset Management,LU,2012-08-03,False
12539,TMICY,USD,,Other OTC,OTC,Software - Infrastructure,JP,1999-07-08,False
12540,COCXF,USD,,Other OTC,OTC,Food Confectioners,CH,2010-09-24,False
